correct_covid,wrong_covid,not_detected_covid,correct_pneu,wrong_pneu,not_detected_pneu,correct_normal,wrong_normal,not_detected_normal,covid_num,pneu_num,normal_num,tp,fp,wrong_covid_normal,wrong_covid_pneu,wrong_pneu_covid,wrong_pneu_normal,wrong_normal_pneu,wrong_normal_covid
38,32,7,2194,289,226,4565,216,304,45,2420,4869,6797,537,2,5,12,214,284,20
